time,x,y,z,yaw,throttle,roll_rate,pitch_rate,yaw_rate,x_ref,y_ref,z_ref,yaw_ref,mpc_time,metadata
4.76837158203125e-07,0.006608018651604652,-0.014524649828672409,0.05495478957891464,-0.008274375531023106,-0.968063305643846,0.16389400550087518,-0.7999999999999998,-0.06490934194915549,0.5999999999999841,1.3827951813872845e-07,-0.700000069139759,1.9973708175594285e-07,0.006497621536254883,Sim
0.009654998779296875,0.006592753808945417,-0.014475337229669094,0.05503551661968231,-0.008286397284236484,-0.9685534879526126,0.17752895013194442,-0.7999999999999998,-0.04663964757054877,0.5999934672213215,0.002799873521587607,-0.7013999367607937,0.004044276431394331,0.0047266483306884766,Horizon:3.0
0.019858360290527344,0.006574307568371296,-0.014430338516831398,0.05512543395161629,-0.008296262139351546,-0.9690984191887565,0.19372823106367884,-0.7999999999999998,-0.028434930148154496,0.5999723638383359,0.005758700395012582,-0.7028793501975062,0.008318250506807996,0.004812479019165039,Num Steps:20
0.02975773811340332,0.0065301563590765,-0.014352566562592983,0.05528877675533295,-0.008369407122895158,-0.969605978441354,0.20733794993453974,-0.7999999999999998,-0.008868569103145542,0.5999379435918062,0.008629243236504743,-0.7043146216182523,0.012464892192602247,0.004762887954711914,No Pyjoules
0.03981733322143555,0.00650573056191206,-0.014317302033305168,0.055382151156663895,-0.008374980501541304,-0.9701111298059377,0.2215216691290507,-0.7999999999999997,0.010228697441272557,0.5998888971441274,0.01154604188466613,-0.7057730209423331,0.0166786455378665,0.0048334598541259766,0
0.0498354434967041,0.006478542927652597,-0.014282981865108013,0.05548282712697983,-0.008370929777621529,-0.9706346530227108,0.23411002795231897,-0.7999999999999997,0.03005530795928616,0.5998259596512291,0.014450540767809295,-0.7072252703839046,0.020875021757017977,0.004891395568847656,0
0.05971646308898926,0.006448053754866123,-0.014250396750867367,0.05559181049466133,-0.008384917377798467,-0.9711721266042123,0.24863062616652795,-0.7999999999999997,0.048416361870783756,0.5997501080346487,0.017314962097194467,-0.7086574810485972,0.025013973565164625,0.004694223403930664,0
0.06976103782653809,0.006404492538422346,-0.01418970711529255,0.05572765693068504,-0.00840747473889762,-0.9684078253743273,0.2542344660052225,-0.7999999999999999,0.07533870694986017,0.5996589806606593,0.020226391497720927,-0.7101131957488604,0.02922143519235356,0.004694938659667969,0
0.07987093925476074,0.0064135389402508736,-0.01415006723254919,0.055577803403139114,-0.008459049774162957,-0.9644665473468859,0.25854998771279486,-0.7999999999999999,0.10348987752397013,0.5995529892818586,0.023156274380554318,-0.7115781371902771,0.03345626079974306,0.004456520080566406,0
0.08962583541870117,0.006441372912377119,-0.014103821478784084,0.05518036335706711,-0.008506016115891763,-0.959707869930706,0.2594694780535339,-0.8,0.13271910211828028,0.5994371498216378,0.02598275223511534,-0.7129913761175576,0.03754238214976526,0.00422978401184082,0
0.09990072250366211,0.006490538362413645,-0.014051605015993118,0.05448460951447487,-0.008560839681341316,-0.9545478902979583,0.256527117817939,-0.7999999999999776,0.16556140757661855,0.5993007263418166,0.02895927150621913,-0.7144796357531096,0.04184631678744232,0.004090070724487305,0
0.10977339744567871,0.006655781529843807,-0.013933259062469006,0.05212169140577316,-0.008679112081853891,-0.9447842620191396,0.2038954612385342,-0.7999999999999544,0.23196299773886225,0.5991557197693118,0.03181860254187665,-0.7159093012709383,0.045981773196658235,0.0037801265716552734,0
0.11965656280517578,0.006772322114557028,-0.013864943757653236,0.050394460558891296,-0.008721650321492707,-0.9400018476977241,0.1765191611947802,-0.7999999999999989,0.27730727690424517,0.5989968952555517,0.034680246167084705,-0.7173401230835423,0.05012162382167279,0.0030040740966796875,0
0.12984919548034668,0.006914122495800257,-0.013792796060442924,0.048263903707265854,-0.008746585119043018,-0.9321679006461409,0.16348630248860146,-0.7999999999999934,0.3078905648620592,0.5988187814389521,0.03763066563281277,-0.7188153328164063,0.05439110381274695,0.0028519630432128906,0
0.13978362083435059,0.007081539370119572,-0.013711873441934586,0.045711856335401535,-0.008728149446631306,-0.923842430409718,0.14660455403989525,-0.7999999999999129,0.33842656073572747,0.5986311947558028,0.040505464634293255,-0.7202527323171466,0.05855242617405026,0.002928495407104492,0
0.14975905418395996,0.007280425634235144,-0.013620042242109776,0.042730435729026794,-0.008657393862729025,-0.9151887477216502,0.1280649563280416,-0.7999999999999202,0.36899834795238284,0.5984289469678348,0.04339119070696659,-0.7216955953534833,0.06273092592438458,0.0028235912322998047,0
0.1599113941192627,0.007518053986132145,-0.01351708360016346,0.0393194854259491,-0.00854208545496562,-0.9063165487776803,0.11087537579271561,-0.7999999999999405,0.39909461934997054,0.5982088295929189,0.046327056857413666,-0.7231635284287068,0.06698352813205036,0.0027713775634765625,0
0.16970372200012207,0.008134922944009304,-0.013277930207550526,0.031191648915410042,-0.008071173159486732,-0.887576548114328,0.06470708582909587,-0.7999999999995743,0.43199695767326696,0.5979828716619371,0.04915775827825462,-0.7245788791391272,0.0710853288429904,0.002703428268432617,0
0.1799473762512207,0.008522341959178448,-0.01313827931880951,0.0264938622713089,-0.007706900320512514,-0.8784339878944252,0.045937686105890475,-0.8,0.46060028341500353,0.597732164502488,0.05211774668163059,-0.7260588733408152,0.07537618070181246,0.0024976730346679688,0
0.18980979919433594,0.009491793811321259,-0.012807582505047321,0.015928426757454872,-0.006646038015888811,-0.8596596869916385,-0.004379286822225536,-0.7999999999950751,0.4909595898475592,0.5974769437293519,0.05496636891620986,-0.7274831844581049,0.07950734276377061,0.002268552780151367,0
