time,x,y,z,yaw,throttle,roll_rate,pitch_rate,yaw_rate,x_ref,y_ref,z_ref,yaw_ref,pred_time,nr_time,ctrl_callback_time,metadata
2.6226043701171875e-06,0.1275351196527481,0.158317431807518,1.150866985321045,0.11741412594344726,0.7734375853127801,0.8,0.1485752996481903,0.0,0.0,0.8,-0.8,0.11741412594344726,0.00127410888671875,0.00127410888671875,0.003133535385131836,Sim
0.00855398178100586,0.1275351196527481,0.158317431807518,1.150866985321045,0.11741412594344726,0.8255690324242686,0.8,0.09667768213445797,0.0,0.0,0.8,-0.8,0.11741412594344726,0.0008444786071777344,0.0008444786071777344,0.0018014907836914062,flat wardi normal
0.018549442291259766,0.12788909673690796,0.15754513442516327,1.1491646766662598,0.11742181354932536,0.8604075888355946,0.8,0.07145937525286604,0.0,0.0,0.8,-0.8,0.11742181354932536,0.0008914470672607422,0.0008914470672607422,0.0018393993377685547,1x Speed
0.028421878814697266,0.1282108575105667,0.15682867169380188,1.1475861072540283,0.11744350686728658,0.8840488194432938,0.7073885005630972,0.055710988389121564,0.0,0.0,0.8,-0.8,0.11744350686728658,0.0006465911865234375,0.0006465911865234375,0.0013709068298339844,QuatYawError
0.03840327262878418,0.12899991869926453,0.1550002098083496,1.1435580253601074,0.11746491378511217,0.900146529345732,0.48086697828443986,0.04938566714611078,0.0,0.0,0.8,-0.8,0.11746491378511217,0.0008435249328613281,0.0008435249328613281,0.0018126964569091797,0
0.04871034622192383,0.12899991869926453,0.1550002098083496,1.1435580253601074,0.11746491378511217,0.911269580260391,0.3220405891863767,0.03924585067962376,0.0,0.0,0.8,-0.8,0.11746491378511217,0.0010137557983398438,0.0010137557983398438,0.0022161006927490234,0
0.058567047119140625,0.12920552492141724,0.15449291467666626,1.1424274444580078,0.11748078094599866,0.9189504377063079,0.22304520254908033,0.03237850999013601,0.0,0.0,0.8,-0.8,0.11748078094599866,0.0008144378662109375,0.0008144378662109375,0.0018126964569091797,0
0.06866908073425293,0.1293826848268509,0.15403461456298828,1.1414040327072144,0.11748438074314886,0.924259361568676,0.15777502015180037,0.02715397354311678,0.0,0.0,0.8,-0.8,0.11748438074314886,0.0011444091796875,0.0011444091796875,0.0024025440216064453,0
0.07847309112548828,0.12980037927627563,0.1529344618320465,1.1389480829238892,0.11750913164799025,0.9278740554422522,0.11890671831378904,0.024794915068203235,0.0,0.0,0.8,-0.8,0.11750913164799025,0.0006763935089111328,0.0006763935089111328,0.0014424324035644531,0
0.08855485916137695,0.12980037927627563,0.1529344618320465,1.1389480829238892,0.11750913164799025,0.9303973393872609,0.08242247855559277,0.020059485909333357,0.0,0.0,0.8,-0.8,0.11750913164799025,0.0007944107055664062,0.0007944107055664062,0.0017442703247070312,0
0.09837150573730469,0.12992233037948608,0.15265421569347382,1.1383291482925415,0.1175138146724615,0.9321417903114609,0.060205015382109366,0.016763053823694418,0.0,0.0,0.8,-0.8,0.1175138146724615,0.00079345703125,0.00079345703125,0.0016393661499023438,0
0.10852885246276855,0.13009081780910492,0.15222406387329102,1.1373716592788696,0.11752902112335031,0.9333373743196114,0.04520227662145003,0.015366656126072083,0.0,0.0,0.8,-0.8,0.11752902112335031,0.001007080078125,0.001007080078125,0.0020627975463867188,0
