time,x,y,z,yaw,throttle,roll_rate,pitch_rate,yaw_rate,x_ref,y_ref,z_ref,yaw_ref,pred_time,nr_time,ctrl_callback_time,metadata
7.152557373046875e-07,-0.020292412489652634,0.014579599723219872,0.2759202718734741,-0.001792710160003642,0.738745417275111,0.800000011920929,-0.2913497984409332,-2.868442636194679e-11,0.0,0.8,-0.8,-0.001792710160003642,0.18999123573303223,0.18999123573303223,0.25952720642089844,Sim
0.2598402500152588,-0.020292412489652634,0.014579599723219872,0.2759202718734741,-0.001792710160003642,0.7698875286495376,0.800000011920929,-0.2038651406764984,-2.868442636194679e-11,0.0,0.8,-0.8,-0.001792710160003642,0.0007216930389404297,0.0007216930389404297,0.0038118362426757812,flat wardi with jax
0.27019739151000977,-0.02235623635351658,0.01216020155698061,0.2863762378692627,-0.0017181894587704066,0.7918434559943802,0.800000011920929,-0.15881024301052094,1.6197869434630974e-11,0.0,0.8,-0.8,-0.0017181894587704066,0.0003056526184082031,0.0003056526184082031,0.004452705383300781,1x Speed
0.2798142433166504,-0.022550180554389954,0.012152699753642082,0.2870442271232605,-0.001697356554958552,0.8070615676457691,0.800000011920929,-0.12322281301021576,1.2472661792273243e-11,0.0,0.8,-0.8,-0.001697356554958552,0.00021195411682128906,0.00021195411682128906,0.003690481185913086,QuatYawError
0.28974223136901855,-0.022751260548830032,0.012148525565862656,0.28773263096809387,-0.0016849552754878362,0.8176546531784166,0.800000011920929,-0.09847447276115417,1.0255143956250379e-11,0.0,0.8,-0.8,-0.0016849552754878362,0.0002033710479736328,0.0002033710479736328,0.0032317638397216797,0
0.30019307136535645,-0.022960180416703224,0.012148465029895306,0.2884419858455658,-0.001668484491765772,0.8250546605471484,0.6788110136985779,-0.08049861341714859,7.30993737763086e-12,0.0,0.8,-0.8,-0.001668484491765772,0.00033783912658691406,0.00033783912658691406,0.0038378238677978516,0
0.3105034828186035,-0.023395780473947525,0.012155917473137379,0.2898319959640503,-0.0017026185424438723,0.8302694166207981,0.46405214071273804,-0.06648024916648865,1.3413575805643063e-11,0.0,0.8,-0.8,-0.0017026185424438723,0.00019693374633789062,0.00019693374633789062,0.003197908401489258,0
0.319913387298584,-0.02362070232629776,0.012165787629783154,0.29055824875831604,-0.001713735384443305,0.8339372971457988,0.3183797001838684,-0.05454966798424721,1.5401423192340502e-11,0.0,0.8,-0.8,-0.001713735384443305,0.00021767616271972656,0.00021767616271972656,0.003217935562133789,0
0.32988619804382324,-0.023847635835409164,0.012179502286016941,0.2913038730621338,-0.0017201224764202322,0.8365269617047872,0.21894653141498566,-0.04528919979929924,1.6543530434454112e-11,0.0,0.8,-0.8,-0.0017201224764202322,0.00028586387634277344,0.00028586387634277344,0.004502534866333008,0
0.3398914337158203,-0.024080993607640266,0.012197005562484264,0.2920684814453125,-0.0017080582724091644,0.8383654671821635,0.15047752857208252,-0.03867628052830696,1.4386276891986682e-11,0.0,0.8,-0.8,-0.0017080582724091644,0.00018167495727539062,0.00018167495727539062,0.003192424774169922,0
0.3500030040740967,-0.024321023374795914,0.012216726318001747,0.2928515076637268,-0.0017013394745492732,0.8396811626823217,0.10435803979635239,-0.03281805291771889,1.3184862923676377e-11,0.0,0.8,-0.8,-0.0017013394745492732,0.000263214111328125,0.000263214111328125,0.004626035690307617,0
0.35988545417785645,-0.024035345762968063,0.012164616957306862,0.2925584018230438,-0.0016892102122701548,0.8405944928607652,0.07427532970905304,-0.02531636692583561,1.1015972856132095e-11,0.0,0.8,-0.8,-0.0016892102122701548,0.00017690658569335938,0.00017690658569335938,0.003165721893310547,0
0.36978697776794434,-0.023517131805419922,0.012066451832652092,0.29210740327835083,-0.0016939532580659768,0.8412186581767278,0.056315455585718155,-0.01795898750424385,1.1864106919112771e-11,0.0,0.8,-0.8,-0.0016939532580659768,0.00020360946655273438,0.00020360946655273438,0.0032634735107421875,0
0.3800168037414551,-0.02328384853899479,0.012021465227007866,0.29192060232162476,-0.0017020710887411272,0.8416440742127569,0.04110970348119736,-0.013891774229705334,1.3315674951552836e-11,0.0,0.8,-0.8,-0.0017020710887411272,0.00022149085998535156,0.00022149085998535156,0.003805398941040039,0
0.38974881172180176,-0.02286546304821968,0.011945520527660847,0.2915757894515991,-0.0016999761440391942,0.8414813460711795,0.04392353072762489,-0.010442139580845833,1.2941078764150404e-11,0.0,0.8,-0.8,-0.0016999761440391942,0.00019049644470214844,0.00019049644470214844,0.0031135082244873047,0
0.4000101089477539,-0.02267829328775406,0.011918132193386555,0.29129135608673096,-0.0017090443367372918,0.8408455306265743,0.04830217733979225,-0.008619247935712337,1.4562594186084965e-11,0.0,0.8,-0.8,-0.0017090443367372918,0.00023412704467773438,0.00023412704467773438,0.0038967132568359375,0
0.4098482131958008,-0.022505823522806168,0.011896741576492786,0.2908692955970764,-0.0017049944532970148,0.8397909341976012,0.05757977068424225,-0.00767899863421917,1.3838423462697591e-11,0.0,0.8,-0.8,-0.0017049944532970148,0.0002181529998779297,0.0002181529998779297,0.0035524368286132812,0
0.4200618267059326,-0.022348323836922646,0.011877112090587616,0.2902871370315552,-0.0016890071884385894,0.8383847158814981,0.067720927298069,-0.007204629946500063,1.0979668563226852e-11,0.0,0.8,-0.8,-0.0016890071884385894,0.0002899169921875,0.0002899169921875,0.004112720489501953,0
0.4299304485321045,-0.022077953442931175,0.011847121641039848,0.28859883546829224,-0.0016946711697198012,0.8359870458505289,0.1031629890203476,-0.00902931671589613,1.1992483395228959e-11,0.0,0.8,-0.8,-0.0016946711697198012,0.0002143383026123047,0.0002143383026123047,0.003617525100708008,0
