time,x,y,z,yaw,throttle,roll_rate,pitch_rate,yaw_rate,x_ref,y_ref,z_ref,yaw_ref,pred_time,nr_time,metadata
1.1920928955078125e-06,0.04664875566959381,-0.018101802095770836,-0.07444446533918381,0.16833008824096599,-0.7370793145958363,0.09261954072398135,-0.4186048696205672,-0.06312378309029912,0.7368486095130415,0.311535113042972,-1.25,0.0,0.001466989517211914,0.0015799999237060547,Sim
0.009380817413330078,0.04635372757911682,-0.01802564598619938,-0.07437561452388763,0.16832442508770232,-0.7616509101132666,0.1723517510387032,-0.533023408734397,-0.10730830757105357,0.7353794703159603,0.3149873563142142,-1.25,0.0,0.0005347728729248047,0.0005908012390136719,Nonlinear
0.019505739212036133,0.04604412242770195,-0.017927903681993484,-0.0742943212389946,0.16833372011544537,-0.7809754260937359,0.2314386684799137,-0.6131163861140779,-0.13824096034299857,0.7337754426320114,0.3187061339073909,-1.25,0.0,0.0010178089141845703,0.0011072158813476562,0OrderHold
0.02966022491455078,0.04588410258293152,-0.017870036885142326,-0.07425013184547424,0.16833954569913281,-0.7965606865417781,0.27259326102508635,-0.6691814702798545,-0.15989600187725214,0.7321478433879082,0.32242756616399165,-1.25,0.0,0.0009472370147705078,0.001013040542602539,QuatYawError
0.03929638862609863,0.04572094604372978,-0.017806466668844223,-0.07420212030410767,0.16834939516720687,-0.8093145938324656,0.29956037958852816,-0.7084270291958982,-0.17505822450176392,0.7305858690003201,0.32595135836048794,-1.25,0.0,0.0005486011505126953,0.0006017684936523438,0
0.04941582679748535,0.04555255174636841,-0.01773679256439209,-0.07415037602186203,0.16837158650768758,-0.8198343367715848,0.31619550477429426,-0.7358989204371287,-0.18568010209160696,0.7289273019725153,0.3296437295612789,-1.25,0.0,0.0005848407745361328,0.0006542205810546875,0
0.059279441833496094,0.04537931829690933,-0.017662495374679565,-0.0740942731499672,0.16837753867283503,-0.8285411418780086,0.325664913393177,-0.75512924430599,-0.19311764846643056,0.7272927044078645,0.33323463522733454,-1.25,0.0,0.0005533695220947266,0.0006177425384521484,0
0.06942462921142578,0.045203037559986115,-0.017584048211574554,-0.0740329772233963,0.16838559447680826,-0.835754699964685,0.33041789353078793,-0.7685904710141931,-0.19832695185529928,0.725592990710038,0.3369195925327923,-1.25,0.0,0.00057220458984375,0.0006372928619384766,0
0.07958173751831055,0.04483960196375847,-0.017411163076758385,-0.07389556616544724,0.1683732099890112,-0.8417255121206312,0.33219785890000214,-0.7780133297099352,-0.20196882004458505,0.723872576546492,0.3406001951319805,-1.25,0.0,0.0006880760192871094,0.0007467269897460938,0
0.08939123153686523,0.04465317353606224,-0.01732022315263748,-0.07382111996412277,0.16837399607151518,-0.8466580486603384,0.33239493778421214,-0.7846093307969546,-0.2045184225580252,0.7221933185375167,0.3441464959283605,-1.25,0.0,0.0005383491516113281,0.0005917549133300781,0
